TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1554799546.836016;con;p-s-;423;2683;emoscale1;1.0;0.9511361405620846
1554799564.3370168;inc;p+s-;423;5270;emoscale1;2.0;0.4338762651041179
1554799581.8210168;inc;p+s-;312;8370;emoscale1;4.0;0.3671762205012783
1554799599.3210175;inc;p+s-;501;4656;emoscale1;4.0;0.8009102091473324
1554799616.811018;con;p-s-;283;9184;emoscale1;1.0;1.0511739008543373
1554799634.3090189;con;p+s+;220;5623;emoscale1;5.0;0.9844306330232939
1554799651.8090198;con;p0s0;377;6010;emoscale1;2.0;0.3504524331383436
1554799669.2990205;con;p-s-;289;6263;emoscale1;1.0;0.9010122039580892
1554799686.7940211;inc;p+s-;420;8178;emoscale1;2.0;0.7004023962472274
1554799704.3010225;con;p0s0;382;7079;emoscale1;2.0;0.5339572486245743
1554799721.7810225;inc;p+s-;625;5470;emoscale1;1.0;1.0344777283316944
1554799739.2910235;inc;p-s+;204;3053;emoscale1;1.0;0.8510107331676409
1554799756.7910244;con;p-s-;502;6231;emoscale1;3;nan
1554799774.2830248;con;p-s-;255;3063;emoscale1;1.0;1.084544934446967
1554799791.7680252;con;p+s+;355;8178;emoscale1;5.0;0.9177185819662554
1554799809.2580256;inc;p+s-;106;7405;emoscale1;2.0;0.4172188133907184
1554799826.7380252;inc;p+s-;291;5621;emoscale1;2.0;0.4338900725251733
1554799844.238026;con;p+s+;716;4652;emoscale1;5.0;1.451661723009238
1554799861.7230265;con;p-s-;625;6250;emoscale1;2.0;0.40051453651358315
1554799879.2340279;con;p-s-;277;3053;emoscale1;1.0;0.7341771467981744
1554799896.738029;con;p-s-;260;3102;emoscale1;1.0;1.2013800216227537
1554799914.2270293;inc;p-s+;817;1525;emoscale1;3;nan
1554799931.7110295;inc;p-s+;365;6510;emoscale1;2.0;1.268039244288957
1554799949.1970296;inc;p+s-;255;9156;emoscale1;2.0;0.3671320967896463
1554799966.6970305;con;p-s-;106;6213;emoscale1;2.0;0.38382766898939735
1554799984.1820307;con;p-s-;134;8230;emoscale1;2.0;0.3337598625512328
1554800001.6840315;con;p-s-;241;3010;emoscale1;1.0;0.6340808550503425
1554800019.172032;con;p0s0;152;9468;emoscale1;4.0;0.26704000729841937
1554800036.6690328;con;p-s-;719;6821;emoscale1;2.0;0.3676786905289191
1554800054.1550329;inc;p+s-;502;8034;emoscale1;4.0;0.30032429427592433
1554800071.6720347;inc;p-s+;815;9622;emoscale1;4.0;0.28371847030575736
1554800089.1570346;con;p+s+;813;8034;emoscale1;2.0;0.7341720440563222
1554800106.6570358;inc;p+s-;711;8130;emoscale1;2.0;0.6174047933363909
1554800124.1420355;inc;p-s+;215;3101;emoscale1;1.0;0.7174986837926554
1554800141.6440368;con;p+s+;201;4800;emoscale1;5.0;1.0512678513441642
1554800159.129037;inc;p-s+;109;3261;emoscale1;1.0;0.7008274246563815
1554800176.6310382;inc;p-s+;205;9253;emoscale1;1.0;1.0512429379541572
1554800194.1130376;inc;p-s+;210;3102;emoscale1;1.0;1.1179090643308882
1554800211.6140387;con;p0s0;225;4279;emoscale1;5.0;0.6841306518126657
1554800229.1080394;inc;p+s-;241;8001;emoscale1;2.0;0.7675484805531596
1554800246.60204;con;p0s0;425;7560;emoscale1;2.0;7.524400412781688
1554800264.08604;con;p+s+;110;8380;emoscale1;5.0;2.0188204140904418
1554800281.5950415;inc;p-s+;352;6231;emoscale1;2.0;0.43386395849120163
1554800299.0940425;con;p0s0;728;2525;emoscale1;1.0;1.1012387056798616
1554800316.5720422;con;p-s-;713;6510;emoscale1;2.0;1.668533069672776
1554800334.057042;inc;p-s+;820;6821;emoscale1;2.0;2.5360085509964847
1554800351.5590436;inc;p+s-;310;8470;emoscale1;2.0;0.6340781535982387
1554800369.0440435;con;p+s+;808;8341;emoscale1;4.0;0.3671789219533821
1554800386.5450444;con;p+s+;367;5470;emoscale1;4.0;0.350443428298604
1554800404.0440452;inc;p+s-;293;2300;emoscale1;2.0;0.33375355916177796
1554800421.5300455;con;p0s0;723;9926;emoscale1;2.0;0.5506594243761356
1554800439.0150454;con;p0s0;373;9402;emoscale1;2.0;0.3838159626993729
1554800456.5200467;inc;p-s+;201;9163;emoscale1;1.0;0.6674521888053278
1554800474.0330484;con;p-s-;420;3005;emoscale1;1.0;0.8009285189855291
1554800491.5160484;inc;p-s+;360;6230;emoscale1;2.0;0.38382916979571746
1554800509.02405;inc;p-s+;366;6263;emoscale1;2.0;1.3515195065829175
1554800526.5030494;con;p+s+;215;4651;emoscale1;5.0;0.984443539959102
1554800544.005051;inc;p-s+;378;3120;emoscale1;1.0;1.0177824562924798
1554800561.5020516;con;p0s0;358;2115;emoscale1;2.0;0.43387266317040485
1554800578.9890516;inc;p-s+;311;8230;emoscale1;4.0;0.28373647998341767
1554801299.7662776;inc;p+s-;277;4647;emospace1;[-0.690164794921875, 0.6646899414062497];1.7195043616447947
1554801317.2452776;inc;p+s-;624;4652;emospace1;[-0.9292565917968754, -0.015320434570312501];2.419805003208239
1554801334.7312775;con;p-s-;711;3261;emospace1;[-0.8973510742187498, 0.0];2.6695515169867576
1554801352.2152774;con;p+s+;817;8470;emospace1;[0.6212084960937508, 0.6700903320312496];3.603839603403685
1554801369.7172787;inc;p+s-;283;4659;emospace1;[-0.6267956542968751, 0.6207104492187498];2.753299223002614
1554801387.2022786;inc;p+s-;699;8380;emospace1;[-0.88614990234375, 0.020389404296875132];4.9218626089659665
1554801404.7072802;con;p0s0;705;2309;emospace1;[-0.5851666259765623, -0.6582373046875006];1.7185972741754085
1554801422.18828;inc;p+s-;134;4660;emospace1;[0.6244403076171877, -0.6729394531250005];2.402625871143755
1554801439.6892807;con;p0s0;170;1112;emospace1;[-0.6215740966796873, -0.6122753906249996];2.4526624608060956
1554801457.1742811;inc;p-s+;353;6370;emospace1;[-0.9463793945312501, 0.014118041992187745];5.138741459659286
1554801474.676282;con;p-s-;624;9902;emospace1;[-0.6648315429687499, 0.6369610595703126];2.869900484520258
1554801492.158282;inc;p-s+;367;9429;emospace1;[-0.642420654296875, 0.6437042236328127];2.0689554566615698
1554801509.664283;inc;p-s+;601;3195;emospace1;[-0.681409912109375, 0.6845361328125];1.2180737928556482
1554801527.145283;con;p0s0;368;7595;emospace1;[-0.06080017089843753, -0.9035809326171874];2.9701693690185493
1554801544.646284;inc;p-s+;808;3010;emospace1;[-0.674689331054687, 0.6460339355468747];1.9188384838016646
1554801562.130284;con;p-s-;291;1525;emospace1;[-0.6144177246093742, 0.6483679199218741];4.955322490306571
1554801579.633285;con;p+s+;815;8370;emospace1;[0.6605261230468742, 0.5944329833984379];2.5861297861465573
1554801597.117285;inc;p+s-;709;8193;emospace1;[0.5779638671875001, -0.6264233398437502];4.60486015184506
1554801614.6192865;con;p+s+;205;9156;emospace1;[0.6764050292968752, -0.628529052734375];3.0199121007626673
1554801632.1012864;inc;p-s+;610;3063;emospace1;[-0.8740936279296879, 0.01750244140625];2.5694480213660427
1554801649.619288;con;p0s0;724;6570;emospace1;[-0.8444573974609375, 0.0];2.9364714597613784
1554801667.1042886;inc;p+s-;422;4800;emospace1;[-0.6889111328124998, 0.6395721435546874];3.2369089148505736
1554801684.6062891;inc;p+s-;276;8341;emospace1;[-0.6528179931640623, 0.6506994628906246];2.2357932152735884
1554801702.0952895;con;p-s-;501;3195;emospace1;[-0.6203167724609379, 0.6604736328125002];2.9031367456864245
