TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1557744142.5678766;inc;p-s+;311;8230;emoscale1;1.0;1.8500728785093088
1557744160.0368755;inc;p+s-;501;4656;emoscale1;4.0;0.36680311876807536
1557744177.5048747;con;p-s-;241;3010;emoscale1;3.0;2.6168958677772025
1557744194.973874;con;p0s0;132;7249;emoscale1;3;nan
1557744212.442873;con;p-s-;289;6263;emoscale1;4.0;1.9499911753373453
1557744229.9038718;inc;p+s-;711;8130;emoscale1;4.0;0.3167453682526684
1557744247.3738706;con;p+s+;110;8380;emoscale1;4.0;1.1505430469460407
1557744264.8468704;con;p+s+;202;4668;emoscale1;1.0;6.750089747421953
1557744282.32087;con;p-s-;260;3102;emoscale1;3;nan
1557744299.7898688;con;p0s0;720;7046;emoscale1;3;nan
1557744317.255868;con;p-s-;625;6250;emoscale1;3;nan
1557744334.722867;inc;p-s+;210;3102;emoscale1;3;nan
1557744352.188866;inc;p+s-;134;4660;emoscale1;4.0;1.2001904806493258
1557744369.6568651;con;p-s-;291;1525;emoscale1;3;nan
1557744387.1248643;inc;p-s+;351;6250;emoscale1;3;nan
1557744404.5928636;inc;p+s-;260;4490;emoscale1;3;nan
1557744422.0638626;con;p0s0;728;2525;emoscale1;5.0;0.8496130355288187
1557744439.5238614;con;p+s+;716;4652;emoscale1;5.0;0.7167232165465975
1557744456.9928606;con;p+s+;808;8341;emoscale1;4.0;0.4167083887132321
1557744474.4618595;inc;p+s-;276;8341;emoscale1;3;nan
1557744491.9478598;con;p0s0;361;7632;emoscale1;3;nan
1557744509.4238591;con;p0s0;358;2115;emoscale1;3;nan
1557744526.9128597;inc;p-s+;200;3005;emoscale1;3;nan
1557744544.382859;con;p0s0;152;9468;emoscale1;4.0;2.966972648348019
1557744561.845858;inc;p+s-;713;7501;emoscale1;3;nan
1557744579.312857;inc;p-s+;815;9622;emoscale1;4.0;6.366843640180377
1557744596.782856;inc;p-s+;220;2683;emoscale1;1.0;1.2167982561986719
1557744614.2528553;con;p-s-;288;9325;emoscale1;3.0;4.116845140972146
1557744631.730855;inc;p-s+;353;6370;emoscale1;3;nan
1557744649.198854;con;p0s0;322;9635;emoscale1;3;nan
1557744666.6678536;con;p0s0;425;7560;emoscale1;3;nan
1557744684.131852;con;p+s+;352;8186;emoscale1;4.0;0.41683625627774745
1557744701.5968509;con;p+s+;215;4651;emoscale1;4.0;8.283414856408854
1557744719.0858517;con;p-s-;709;9163;emoscale1;2.0;0.5334304646585224
1557744736.54885;inc;p-s+;367;9429;emoscale1;2.0;1.5001933021412697
1557744754.0208495;inc;p-s+;201;9163;emoscale1;1.0;1.2167055071895447
1557744771.483848;con;p-s-;106;6213;emoscale1;3;nan
1557744788.9528475;inc;p+s-;423;5270;emoscale1;3;nan
1557744806.4198465;inc;p+s-;312;8370;emoscale1;4.0;3.3334705058150575
1557744823.8848455;con;p+s+;367;5470;emoscale1;3;nan
1557744841.355845;inc;p-s+;415;9325;emoscale1;3;nan
1557744858.8188436;inc;p-s+;215;3101;emoscale1;3;nan
1557744876.2878428;con;p-s-;255;3063;emoscale1;3.0;3.9668372768173867
1557744893.7558415;con;p+s+;200;4697;emoscale1;5.0;5.66679753581775
1557744911.2218409;inc;p+s-;295;5623;emoscale1;3;nan
1557744928.6868398;inc;p+s-;424;4651;emoscale1;3;nan
1557744946.1538386;inc;p-s+;110;6213;emoscale1;3;nan
1557744963.6238382;inc;p+s-;502;8034;emoscale1;4.0;0.5000429226802225
1557744981.0908372;inc;p+s-;709;8193;emoscale1;4.0;0.533420559422666
1557744998.556836;inc;p-s+;808;3010;emoscale1;3;nan
1557745016.0228353;inc;p-s+;355;3150;emoscale1;1.0;2.1335303574414866
1557745033.4898345;con;p0s0;104;2810;emoscale1;3;nan
1557745050.9608335;inc;p-s+;216;3015;emoscale1;1.0;5.833446493126758
1557745068.4338331;inc;p-s+;204;3053;emoscale1;1.0;3.1668377570713346
1557745085.9248333;inc;p-s+;109;3261;emoscale1;1.0;0.9168323542162398
1557745103.3908324;inc;p+s-;420;8178;emoscale1;3;nan
1557745120.883833;inc;p+s-;241;8001;emoscale1;3;nan
1557745138.3628323;con;p0s0;373;9402;emoscale1;4.0;0.8501058959554939
1557745155.8278315;con;p+s+;353;4660;emoscale1;3;nan
1557745173.2938304;con;p0s0;377;6010;emoscale1;3;nan
1557745895.9971669;con;p-s-;711;3261;emospace1;[-0.8460968017578131, 0.0];3.000216714512135
1557745913.4631658;inc;p+s-;422;4800;emospace1;[0.877591552734375, -0.0019360351562499427];7.766837997198309
1557745930.9291651;con;p+s+;817;8470;emospace1;[0.0, -0.8728314208984377];7.516941852074524
1557745948.3941634;inc;p-s+;817;1525;emospace1;[0.6522094726562501, -0.6234204101562503];7.300365413084364
1557745965.8601627;con;p+s+;360;4656;emospace1;[-0.004724731445312439, -0.007260742187499995];5.800255855194337
1557745983.3411624;inc;p-s+;352;6231;emospace1;[-0.8696899414062503, 0.0];1.6669428125824197
1557746000.8191626;con;p-s-;283;9184;emospace1;[-0.6346990966796879, -0.6541448974609375];8.916986935895693
1557746018.296162;con;p0s0;225;4279;emospace1;[0.6312994384765624, -0.6585729980468754];4.5170135899807065
1557746035.7691612;con;p-s-;501;3195;emospace1;[-0.6384356689453118, 0.6304791259765627];4.666945514010877
1557746053.2511609;con;p+s+;201;4800;emospace1;[0.8809228515625002, -0.0038665771484374337];3.41699443986181
1557746070.7171602;inc;p+s-;699;8380;emospace1;[-0.8667224121093756, 0.0];2.717015871186959
1557746088.1811593;con;p+s+;365;8193;emospace1;[0.6195208740234378, -0.6237847900390627];3.0336555836092884
1557746105.6481586;inc;p-s+;820;6821;emospace1;[0.8668334960937497, -0.00016418457031257966];4.533567937298358
1557746123.1191573;con;p0s0;368;7595;emospace1;[0.8994958496093761, 0.0];4.833529637058746
1557746140.5841565;inc;p+s-;624;4652;emospace1;[0.8672369384765628, 0.0];8.716981352945368
1557746158.0511556;con;p0s0;170;1112;emospace1;[-0.6662738037109371, 0.6381488037109373];1.9169713276496623
