TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1554369631.02368;con;p0s0;361;7632;emoscale1;3;nan
1554369648.5056796;inc;p+s-;295;5623;emoscale1;4.0;0.36712969549625996
1554369665.9926805;con;p-s-;288;9325;emoscale1;2.0;0.2837205714349693
1554369683.47268;inc;p+s-;711;8130;emoscale1;3;nan
1554369700.9566796;con;p-s-;260;3102;emoscale1;1.0;0.6841387561653391
1554369718.459681;con;p+s+;815;8370;emoscale1;5.0;1.0344936368783237
1554369735.943681;inc;p+s-;423;5270;emoscale1;2.0;2.80297231732402
1554369753.4446821;inc;p-s+;355;3150;emoscale1;2.0;0.4839308644441189
1554369770.9276822;inc;p-s+;360;6230;emoscale1;1.0;0.28374188288944424
1554369788.428683;inc;p-s+;311;8230;emoscale1;3;nan
1554369805.9156833;con;p0s0;170;1112;emoscale1;4.0;4.704900013264705
1554369823.415684;con;p-s-;420;3005;emoscale1;1.0;0.4839374679941102
1554369840.9006846;inc;p-s+;815;9622;emoscale1;2.0;1.0679165983783605
1554369858.403685;con;p+s+;110;8380;emoscale1;3;nan
1554369875.887685;inc;p-s+;353;6370;emoscale1;2.0;0.1002076515906083
1554369893.3866866;con;p0s0;723;9926;emoscale1;1.0;1.2347039298911113
1554369910.8776867;con;p-s-;283;9184;emoscale1;2.0;0.45058894649992
1554369928.3736875;con;p0s0;104;2810;emoscale1;2.0;0.30041194137811544
1554369945.8626876;con;p0s0;382;7079;emoscale1;3;nan
1554369963.3596888;con;p+s+;808;8341;emoscale1;4.0;0.33378417561470997
1554369980.8616896;con;p0s0;728;2525;emoscale1;4.0;0.3671359988875338
1554369998.3616905;con;p+s+;367;5470;emoscale1;4.0;0.3337745704520785
1554370015.8456907;inc;p-s+;210;3102;emoscale1;1.0;1.40151317317941
1554370033.3476918;inc;p+s-;422;4800;emoscale1;4.0;0.5507119526046154
1554370050.836692;inc;p+s-;277;4647;emoscale1;4.0;2.068873812786478
1554370068.3326926;inc;p+s-;310;8470;emoscale1;2.0;0.6508031416087761
1554370085.8226929;con;p-s-;501;3195;emoscale1;2.0;0.9511016220130841
1554370103.3306944;con;p0s0;358;2115;emoscale1;4.0;2.9030277871315775
1554370120.8216949;con;p+s+;366;7501;emoscale1;4.0;0.5840292573229817
1554370138.3086948;con;p0s0;152;9468;emoscale1;2.0;1.3348446455129306
1554370155.8106961;inc;p+s-;290;4697;emoscale1;3;nan
