TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1557929547.6973505;con;p-s-;241;3010;emoscale1;1.0;1.8185643851138593
1557929565.1983516;inc;p+s-;283;4659;emoscale1;1.0;1.1179053549058153
1557929582.782357;inc;p+s-;289;8186;emoscale1;1.0;0.7341802433802513
1557929600.282358;inc;p-s+;215;3101;emoscale1;1.0;1.2013214822363807
1557929617.868364;con;p+s+;365;8193;emoscale1;3;nan
1557929635.3863661;inc;p+s-;134;4660;emoscale1;3;nan
1557929652.9703715;con;p+s+;367;5470;emoscale1;4.0;0.4839312610711204
1557929670.4903738;con;p0s0;120;1945;emoscale1;1.0;0.6507554114250524
1557929688.0553784;con;p+s+;415;4490;emoscale1;1.0;1.3347693964569771
1557929705.5783806;inc;p+s-;106;7405;emoscale1;2.0;0.3003933290128771
1557929723.1433856;inc;p+s-;703;4611;emoscale1;3;nan
1557929740.7033894;con;p+s+;202;4668;emoscale1;1.0;1.2513709785380343
1557929758.2123911;con;p-s-;106;6213;emoscale1;2.0;1.568352622580278
1557929775.7953966;inc;p+s-;423;5270;emoscale1;4.0;0.4505535241441976
1557929793.298398;con;p-s-;719;6821;emoscale1;2.0;0.5005426883835753
1557929810.8994048;con;p+s+;205;9156;emoscale1;2.0;0.33375305637309793
1557929828.3894053;inc;p-s+;716;9184;emoscale1;4.0;1.0345150412904331
1557929845.9664106;con;p+s+;355;8178;emoscale1;4.0;0.8843368365960487
1557929863.528415;inc;p-s+;204;3053;emoscale1;1.0;0.700818114746653
1557929881.0384164;con;p+s+;220;5623;emoscale1;4.0;0.38384307420710684
1557929898.5874202;inc;p-s+;220;2683;emoscale1;2.0;0.350463236165524
1557929916.1574252;con;p+s+;813;8034;emoscale1;4.0;0.3672022312639456
1557929933.675427;con;p+s+;110;8380;emoscale1;5.0;1.2680598469996767
1557929951.243432;con;p-s-;423;2683;emoscale1;2.0;0.28369035305513535
1557929968.814437;con;p-s-;709;9163;emoscale1;1.0;1.5851015229491168
1557929986.2944367;inc;p+s-;624;4652;emoscale1;2.0;0.3337548573326785
1557930003.7784367;con;p-s-;713;6510;emoscale1;2.0;7.741229489351099
1557930021.2864382;con;p0s0;728;2525;emoscale1;2.0;0.400922150030965
1557930038.7644374;con;p0s0;377;6010;emoscale1;2.0;0.5673575938235444
1557930056.3154414;con;p-s-;134;8230;emoscale1;2.0;0.45051480356778484
1557930073.821443;con;p-s-;501;3195;emoscale1;2.0;0.36714340000253287
1557930091.3014429;inc;p-s+;360;6230;emoscale1;2.0;0.6674637902578979
1557930108.8534467;con;p0s0;373;9402;emoscale1;2.0;0.46723728989672964
1557930126.359448;con;p-s-;283;9184;emoscale1;3;nan
1557930143.8424478;inc;p-s+;415;9325;emoscale1;1.0;0.6173794754540722
1557930161.3844516;inc;p+s-;719;5215;emoscale1;3;nan
1557930178.8914528;con;p-s-;260;3102;emoscale1;1.0;0.9677511629670335
1557930196.3774529;con;p+s+;815;8370;emoscale1;4.0;0.5507404634845443
1557930213.9124556;inc;p-s+;216;3015;emoscale1;1.0;0.6507671176477743
1557930231.4904609;con;p0s0;358;2115;emoscale1;2.0;0.450611454929458
1557930248.9814615;inc;p-s+;820;6821;emoscale1;3;nan
1557930266.5644672;inc;p+s-;420;8178;emoscale1;3;nan
1557930284.1154714;con;p+s+;353;4660;emoscale1;2.0;0.48394116633426165
1557930301.6174722;inc;p-s+;353;6370;emoscale1;2.0;0.23369398498471128
1557930319.1894774;inc;p+s-;277;4647;emoscale1;1.0;1.1012323948925768
1557930336.7354805;inc;p+s-;424;4651;emoscale1;3;nan
1557930354.2914848;inc;p+s-;290;4697;emoscale1;2.0;0.4171718851393962
1557930371.8434892;inc;p-s+;201;9163;emoscale1;1.0;0.8175744590662362
1557930389.3594909;con;p-s-;624;9902;emoscale1;1.0;5.038574998754484
1557930406.9584973;inc;p-s+;109;3261;emoscale1;1.0;1.401512563777942
1557930424.4594982;con;p+s+;360;4656;emoscale1;3;nan
1557930442.011502;con;p0s0;425;7560;emoscale1;4.0;0.5172846850800852
1557930459.5285046;con;p+s+;215;4651;emoscale1;2.0;0.6674376763803593
1557930477.0125046;con;p-s-;625;6250;emoscale1;3;nan
1557930494.5135052;inc;p-s+;351;6250;emoscale1;3;nan
1557930511.998505;inc;p-s+;355;3150;emoscale1;1.0;0.734184145454492
1557930529.5185075;inc;p+s-;625;5470;emoscale1;4.0;0.45054451935720863
1557930547.0515106;inc;p-s+;367;9429;emoscale1;2.0;0.26699878315412207
1557930564.5405107;con;p-s-;288;9325;emoscale1;1.0;0.5674275309902441
1557930582.0645127;con;p-s-;277;3053;emoscale1;1.0;1.1012050803801685
1557931296.6073825;inc;p-s+;601;3195;emospace1;[-0.5539093017578127, 0.0];1.4683736937804497
1557931314.103383;inc;p+s-;310;8470;emospace1;[-0.21970031738281254, -0.2633251953125];3.803994042435079
1557931331.7113905;con;p0s0;130;7092;emospace1;[0.0, -0.21491394042968753];3.7038551286168513
1557931349.205391;con;p-s-;291;1525;emospace1;[-0.2940826416015625, 0.09793029785156251];5.188729791010701
1557931366.7913964;con;p+s+;201;4800;emospace1;[-0.7981292724609375, 0.2128326416015624];1.5852696122710768
1557931384.2903974;con;p-s-;255;3063;emospace1;[-0.6719195556640626, 0.6781567382812499];2.702893717720144
1557931401.8754034;con;p+s+;716;4652;emospace1;[-0.49582641601562505, -0.279833984375];4.037577568717097
