TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1555574933.5480325;inc;p-s+;813;9423;emoscale1;2.0;7.166811643272013
1555574951.1600394;inc;p-s+;360;6230;emoscale1;2.0;0.5166702085380166
1555574968.6410394;inc;p-s+;110;6213;emoscale1;4.0;0.5837070307952672
1555574986.13204;con;p-s-;625;6250;emoscale1;2.0;0.4498446979387154
1555575003.6280408;inc;p+s-;260;4490;emoscale1;2.0;2.633896550936697
1555575021.09804;inc;p-s+;109;3261;emoscale1;1.0;1.2001154409990704
1555575038.604041;inc;p-s+;601;3195;emoscale1;2.0;0.40010241411528114
1555575056.1000414;inc;p-s+;311;8230;emoscale1;2.0;0.40048571665192867
1555575073.5950425;inc;p-s+;352;6231;emoscale1;2.0;7.900124325693469
1555575091.0780425;inc;p+s-;310;8470;emoscale1;3;nan
1555575108.5730429;inc;p-s+;716;9184;emoscale1;4.0;0.33340236981257476
1555575126.0620437;con;p0s0;120;1945;emoscale1;4.0;0.4001744521801811
1555575143.5820456;con;p-s-;501;3195;emoscale1;2.0;0.3833139430880692
1555575161.0670455;inc;p+s-;719;5215;emoscale1;2.0;0.5334484741733831
1555575178.5720468;inc;p+s-;106;7405;emoscale1;2.0;0.5001326701030848
1555575196.0680475;con;p+s+;366;7501;emoscale1;5.0;1.9501262467092602
1555575213.5680485;con;p+s+;352;8186;emoscale1;5.0;7.850214553370279
1555575231.055049;con;p-s-;502;6231;emoscale1;2.0;0.4168197475546549
1555575248.5510495;con;p0s0;104;2810;emoscale1;2.0;0.7168180666667467
1555575266.0680509;inc;p+s-;276;8341;emoscale1;2.0;0.6168352357390177
1555575283.5530515;con;p+s+;365;8193;emoscale1;3.0;3.7500711375887477
1555575301.0530524;inc;p-s+;367;9429;emoscale1;2.0;0.8667737032246805
1555575318.5370526;con;p-s-;713;6510;emoscale1;2.0;0.30010907763607975
1555575336.0250528;con;p-s-;624;9902;emoscale1;1.0;0.38349103666405426
1555575353.5190532;inc;p-s+;355;3150;emoscale1;1.0;0.5334955990747403
1555575371.0050533;con;p0s0;358;2115;emoscale1;3;nan
1555575388.5110545;con;p0s0;705;2309;emoscale1;3;nan
1555575406.0080552;con;p+s+;367;5470;emoscale1;4.0;0.3167588753894961
1555575423.484055;inc;p+s-;625;5470;emoscale1;2.0;0.633437308273642
1555575440.9740555;inc;p-s+;378;3120;emoscale1;2.0;0.4500235924660956
1555575458.6040635;con;p-s-;255;3063;emoscale1;1.0;0.8001393936556269
1555575476.0920641;inc;p-s+;205;9253;emoscale1;4.0;0.50007443933373
1555575493.596065;inc;p+s-;290;4697;emoscale1;2.0;0.3668076211470179
1555575511.0750651;con;p-s-;283;9184;emoscale1;2.0;3.3168429197994556
1555575528.590067;con;p-s-;241;3010;emoscale1;2.0;0.7500270142745649
1555575546.0720663;con;p0s0;373;9402;emoscale1;3;nan
1555575563.5580664;con;p+s+;220;5623;emoscale1;4.0;0.5334247616438006
1555575581.0210655;con;p+s+;415;4490;emoscale1;3.0;5.6835091662433115
1555575598.511066;con;p+s+;813;8034;emoscale1;4.0;0.3835240541102394
1555575616.0350685;inc;p+s-;288;4668;emoscale1;4.0;4.766783968649179
1555575633.5060675;con;p-s-;711;3261;emoscale1;2.0;0.33343118503762526
1555575650.9890676;con;p+s+;205;9156;emoscale1;2.0;0.8001486985722295
1555575668.659078;con;p-s-;420;3005;emoscale1;2.0;0.6168898646046728
1555575686.1450784;con;p0s0;322;9635;emoscale1;3;nan
1555575703.640079;con;p0s0;130;7092;emoscale1;3;nan
1555575721.225085;con;p-s-;134;8230;emoscale1;2.0;0.31678979172556865
1555575738.7250855;con;p-s-;277;3053;emoscale1;1.0;0.2502692422676773
1555575756.2220864;con;p-s-;289;6263;emoscale1;2.0;3.9667820476333873
1555575773.6930854;con;p+s+;817;8470;emoscale1;5.0;6.016873115754606
1555575791.1840866;con;p0s0;720;7046;emoscale1;2.0;0.5328571617237685
1555575808.681087;con;p-s-;260;3102;emoscale1;1.0;0.43348545371372893
1555575826.1540866;con;p0s0;368;7595;emoscale1;3;nan
1555575843.6650882;inc;p+s-;624;4652;emoscale1;4.0;1.916950916865062
1555575861.1720893;inc;p-s+;204;3053;emoscale1;1.0;4.733375115411036
1555575878.6440885;inc;p-s+;808;3010;emoscale1;2.0;0.2834916970132326
1555575896.1220882;inc;p+s-;424;4651;emoscale1;2.0;1.4667526320899924
1555575913.598088;inc;p+s-;502;8034;emoscale1;3;nan
1555575931.0710876;con;p+s+;202;4668;emoscale1;4.0;6.883415997012889
1555575948.5720882;con;p-s-;709;9163;emoscale1;2.0;0.21675473320101446
1555575966.0670886;inc;p-s+;220;2683;emoscale1;2.0;0.550052947977747
1555576784.1728818;inc;p-s+;366;6263;emospace1;[0.32888000488281255, 0.0];2.5839768733785604
1555576801.6698825;inc;p+s-;501;4656;emospace1;[-0.152969970703125, 0.3876794433593752];2.433943795900632
1555576819.1488824;inc;p+s-;423;5270;emospace1;[-0.1818341064453125, -0.6053588867187498];7.566913156912051
1555576836.626882;inc;p-s+;215;3101;emospace1;[-0.10500122070312502, 0.4906536865234373];8.566984594659516
1555576854.1118822;inc;p+s-;703;4611;emospace1;[0.2169000244140625, 0.43422119140625004];6.583445892811142
1555576871.5838814;con;p+s+;716;4652;emospace1;[0.544583740234375, 0.5331292724609372];1.1167695010044554
1555576889.0648813;con;p-s-;719;6821;emospace1;[-0.40875732421875016, -0.1496783447265625];2.1835502879730484
1555576906.5358806;inc;p+s-;713;7501;emospace1;[-0.10203308105468752, 0.0];0.5167968754703907
1555576924.0338814;con;p+s+;360;4656;emospace1;[-0.012353515624999992, 0.14540771484375];7.816835715992056
1555576941.523882;con;p-s-;291;1525;emospace1;[-0.4037554931640625, -0.1701361083984375];8.916189114328517
1555576959.162891;inc;p+s-;277;4647;emospace1;[0.24316833496093754, 0.5696905517578126];2.8002000256929023
1555576976.6418905;inc;p-s+;201;9163;emospace1;[-0.11967468261718751, 0.3930535888671879];8.283306499155515
1555576994.1278903;con;p0s0;425;7560;emospace1;[-0.10539001464843752, -0.11555236816406253];7.166899289584762
1555577011.6778946;inc;p+s-;422;4800;emospace1;[0.0, 0.2865704345703125];1.6502587967479485
1555577029.1788955;inc;p+s-;291;5621;emospace1;[0.13438232421874996, 0.1194586181640626];7.016575958738031
1555577046.655895;inc;p+s-;295;5623;emospace1;[-0.183765869140625, 0.26736267089843757];3.666933507665817
1555577064.133895;con;p0s0;225;4279;emospace1;[0.1215893554687499, -0.21301025390625];7.966898509172097
1555577081.6058939;inc;p-s+;200;3005;emospace1;[-0.4589434814453125, 0.17316833496093753];4.134149584640909
1555577099.090894;con;p0s0;724;6570;emospace1;[-0.1393878173828125, -0.223775634765625];6.716963643588315
1555577116.5778944;inc;p+s-;699;8380;emospace1;[-0.18641540527343745, 0.10435729980468751];5.600201946708694
1555577134.0438936;con;p-s-;423;2683;emospace1;[-0.19969482421875004, -0.2179302978515625];2.966895207428024
1555577151.5338938;inc;p+s-;420;8178;emospace1;[0.0, -0.16047180175781256];2.6830595286555763
1555577169.022894;inc;p-s+;353;6370;emospace1;[0.22570800781249997, 0.105322265625];5.966896408061075
1555577186.5178947;con;p0s0;377;6010;emospace1;[-0.08609558105468751, -0.5176983642578127];2.4669702470782795
1555577203.9938946;inc;p+s-;709;8193;emospace1;[-0.07078247070312502, 0.18421936035156253];1.7669523576259962
1555577221.4598932;inc;p-s+;351;6250;emospace1;[-0.10219360351562501, -0.11884765625];4.516808581654914
1555577238.9318926;con;p+s+;200;4697;emospace1;[0.0898394775390625, 0.3976684570312501];6.6337032487972465
1555577256.4618955;con;p0s0;152;9468;emospace1;[-0.008126220703125001, 0.2578192138671875];2.6173836255075003
1555577273.957896;con;p0s0;728;2525;emospace1;[0, 0];nan
1555577291.4298954;inc;p-s+;202;9902;emospace1;[0.08226257324218758, 0.31756591796875017];8.900437090958803
1555577308.9158955;inc;p+s-;283;4659;emospace1;[-0.24050231933593752, 0.4831402587890626];8.533862392889205
1555577326.4028955;inc;p-s+;216;3015;emospace1;[-0.3205334472656251, 0.5585467529296877];1.5836983261960995
1555577343.9038966;con;p-s-;288;9325;emospace1;[-0.44445068359374984, 0.25341308593750017];3.800978637111257
1555577361.3798964;con;p+s+;355;8178;emospace1;[0.00018310546874996617, 0.0];8.166872575468005
1555577378.8638964;con;p+s+;215;4651;emospace1;[0.23650207519531252, 0.639854125976563];1.7001427554332622
1555577396.3298955;con;p-s-;106;6213;emospace1;[-0.2214221191406251, 0.25977722167968736];4.682923556807509
1555577413.8188956;inc;p+s-;711;8130;emospace1;[-0.11042419433593752, 0.07625732421875002];2.3836147020083445
1555577431.3078961;inc;p+s-;312;8370;emospace1;[0.1449176025390625, 0.35672790527343756];2.4834927775846154
1555577448.7838955;con;p+s+;110;8380;emospace1;[0.58142333984375, 0.3037634277343751];3.783423260851123
1555577466.2488945;inc;p-s+;210;3102;emospace1;[-0.21830200195312496, 0.3605255126953124];7.616843640178558
1555577483.7278945;con;p0s0;170;1112;emospace1;[-0.4306414794921874, 0.37517517089843755];2.800248651386937
1555577501.1988935;inc;p-s+;610;3063;emospace1;[-0.6489166259765627, 0.38064941406250014];4.250119463125884
1555577518.690894;inc;p+s-;293;2300;emospace1;[0.4358618164062498, 0.055944213867187516];3.900211071530066
1555577536.1688938;inc;p-s+;365;6510;emospace1;[-0.4279821777343751, -0.10031494140625];2.6839482982795744
1555577553.6358926;inc;p-s+;820;6821;emospace1;[0.3942761230468752, -0.263961181640625];1.3001862183973572
1555577571.104892;inc;p-s+;415;9325;emospace1;[-0.44172668457031256, -0.07953979492187502];3.933635232857341
1555577588.5978925;con;p0s0;382;7079;emospace1;[0, 0];nan
1555577606.0698915;inc;p+s-;289;8186;emospace1;[-0.23406982421875, -0.13967590332031252];6.200220196351438
1555577623.563892;con;p0s0;361;7632;emospace1;[-0.210008544921875, -0.08916320800781251];6.5001890999210445
1555577641.0388918;inc;p+s-;255;9156;emospace1;[-0.2453051757812499, -0.4299835205078126];8.216957340258887
1555577658.526892;inc;p-s+;815;9622;emospace1;[0.6359954833984375, 0.6440100097656247];2.150112319350228
1555577676.0138927;inc;p+s-;134;4660;emospace1;[0.1271392822265625, 0.5575714111328124];5.433580303832059
1555577693.4878914;con;p+s+;201;4800;emospace1;[0.3282452392578126, 0.6160192871093749];6.067752700528217
1555577710.9668913;inc;p+s-;241;8001;emospace1;[-0.06125183105468751, -0.5142694091796876];2.7335654159669502
1555577728.4608922;con;p0s0;723;9926;emospace1;[-0.17664001464843757, -0.5144854736328126];5.333635292887266
1555577745.942892;con;p0s0;132;7249;emospace1;[0.23935852050781253, -0.18178527832031263];8.716907213771265
1555577763.406891;con;p+s+;808;8341;emospace1;[0.26174682617187506, -0.16734008789062482];7.133530957757102
1555577780.890891;inc;p-s+;817;1525;emospace1;[0.2057086181640625, -0.0008618164062500003];3.41635089981537
1555577798.35689;con;p+s+;353;4660;emospace1;[0.4122113037109376, 0.35373046875000014];4.016768060242612
1555577815.8248892;con;p+s+;815;8370;emospace1;[0.4765893554687494, 0.7328741455078129];6.483486774410267
