TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1557392578.0827632;inc;p-s+;378;3120;emoscale1;3;nan
1557392595.5545099;con;p-s-;288;9325;emoscale1;2.0;0.35020254824121366
1557392613.016256;inc;p-s+;109;3261;emoscale1;2.0;0.43345593885442213
1557392630.4830027;con;p0s0;104;2810;emoscale1;3;nan
1557392647.9527493;inc;p+s-;291;5621;emoscale1;2.0;0.33349982230447495
1557392665.4224966;con;p+s+;201;4800;emoscale1;4.0;0.3668206289439695
1557392682.8902428;con;p+s+;110;8380;emoscale1;5.0;0.2833808387204044
1557392700.3559892;inc;p+s-;502;8034;emoscale1;3;nan
1557392717.8227355;inc;p-s+;610;3063;emoscale1;3;nan
1557392735.2904825;con;p0s0;723;9926;emoscale1;2.0;0.3666723497044586
1557392752.7612293;inc;p+s-;699;8380;emoscale1;2.0;0.3167664800075727
1557392770.2279756;inc;p-s+;311;8230;emoscale1;3;nan
1557392787.6947224;con;p-s-;241;3010;emoscale1;2.0;0.36673418274767755
1557392805.1764705;inc;p+s-;719;5215;emoscale1;1.0;0.6668114440362842
1557392822.6482172;inc;p+s-;420;8178;emoscale1;2.0;0.4168681743522029
1557392840.1829705;con;p+s+;365;8193;emoscale1;3;nan
1557392857.6537175;con;p0s0;382;7079;emoscale1;3;nan
1557392875.1184638;inc;p+s-;423;5270;emoscale1;2.0;0.40010001344671764
1557392892.5862105;con;p+s+;360;4656;emoscale1;4.0;0.38348823611340777
1557392910.0539567;inc;p+s-;625;5470;emoscale1;2.0;0.3168451220335555
1557392927.5337048;con;p0s0;377;6010;emoscale1;3;nan
1557392945.0084524;con;p0s0;170;1112;emoscale1;2.0;0.35015092065259523
1557392962.4751985;con;p+s+;200;4697;emoscale1;4.0;0.43345143644728523
1557392979.940945;inc;p+s-;424;4651;emoscale1;4.0;0.45003589918451326
1557392997.4306936;inc;p+s-;277;4647;emoscale1;2.0;1.4836409577292216
1557393014.89444;inc;p-s+;216;3015;emoscale1;3;nan
