TIMESTAMP;COND;COND-DETAILS;IADS-ID;IAPS-ID;WIDGET-TYPE;ANS;ANS-TIME
1557299779.940786;con;p-s-;624;9902;emospace1;[-0.663599853515625, 0.6867230224609374];1.9167916334490656
1557299797.4287858;inc;p+s-;502;8034;emospace1;[0.0, -0.8721966552734375];2.7836945063445455
1557299814.9237866;con;p0s0;104;2810;emospace1;[-0.8567584228515637, 0.0];4.766924244316215
1557299832.4047866;inc;p-s+;820;6821;emospace1;[0.620950927734375, 0.5970397949218749];2.650462607217378
1557299849.9117875;inc;p-s+;215;3101;emospace1;[-0.6157830810546876, 0.6023461914062501];1.8002216384438725
1557299867.4237895;con;p0s0;361;7632;emospace1;[-0.6452008056640626, 0.6701672363281251];6.516885523623387
1557299884.9117901;con;p0s0;728;2525;emospace1;[0.858701782226562, 0.0];2.933493458904195
1557299902.40279;con;p0s0;225;4279;emospace1;[0.6423516845703123, 0.6164843749999998];2.050278668921237
1557299919.9057913;inc;p+s-;719;5215;emospace1;[-0.6151580810546872, 0.6285961914062502];1.0501499001065895
1557299937.399792;con;p-s-;288;9325;emospace1;[-0.8707800292968744, 0.0];2.8002546560883275
1557299954.9797974;inc;p-s+;205;9253;emospace1;[-0.6248669433593748, -0.6566558837890625];3.8503571308501705
1557299972.492799;con;p-s-;713;6510;emospace1;[0.0, -0.9239825439453111];3.3501665289932134
1557299989.9797993;inc;p+s-;713;7501;emospace1;[0.0, -0.9128314208984378];2.4503252538152083
1557300007.4828005;inc;p-s+;109;3261;emospace1;[-0.6301580810546873, 0.59703369140625];1.0502969787057737
1557300024.9828017;con;p0s0;132;7249;emospace1;[0.6501403808593753, -0.6244262695312499];1.7501650882231843
1557300042.4808025;con;p0s0;120;1945;emospace1;[-0.6307855224609373, -0.6771258544921878];1.216800458164471
1557300059.977803;con;p+s+;355;8178;emospace1;[0.0, -0.011805419921874687];4.116738685153905
1557300077.4658034;con;p+s+;215;4651;emospace1;[0.5942639160156253, 0.5948492431640626];1.2666516986673741
1557300094.9528036;con;p+s+;110;8380;emospace1;[0.8190264892578132, -0.038430175781249964];1.11695600128769
1557300112.4478042;con;p+s+;817;8470;emospace1;[0.6734497070312503, -0.6726788330078125];2.266922443352996
